symbol,security,country,gics_sector,gics_sub_industry
TW,Tradeweb Markets,United States,Finance,Investment Bankers/Brokers/Service
TWI,Titan International (DE),United States,Industrials,Steel/Iron Ore
TWIN,Twin Discorporated,United States,Industrials,Industrial Machinery/Components
TWKS,Thoughtworks Holding,United States,Technology,EDP Services
TWLO,Twilio,United States,Technology,Computer Software: Prepackaged Software
TWLV,Twelve Seas Investment Company II,United States,Finance,Blank Checks
TWN,Taiwan Fund (The),United States,Finance,Trusts Except Educational Religious and Charitable
TWNK,Hostess Brands,United States,Consumer Staples,Packaged Foods
TWOU,2U,United States,Technology,Computer Software: Prepackaged Software
TWST,Twist Bioscience Corporation,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TXG,10x Genomics,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
TXMD,TherapeuticsMD,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TXN,Texas Instrumentsorporated,United States,Technology,Semiconductors
TXRH,Texas Roadhouse,United States,Consumer Discretionary,Restaurants
TXT,Textron,United States,Industrials,Aerospace
TY,Tri Continental Corporation,United States,Finance,Finance Companies
TYG,Tortoise Energy Infrastructure Corporation,United States,Finance,Investment Managers
TYGO,Tigo Energy,United States,Technology,Semiconductors
TYL,Tyler Technologies,United States,Technology,Computer Software: Prepackaged Software
TYRA,Tyra Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TZOO,Travelzoo,United States,Consumer Discretionary,Advertising
U,Unity Software,United States,Technology,Retail: Computer Software & Peripheral Equipment
UA,Under Armour Class C,United States,Consumer Discretionary,Apparel
UAA,Under Armour,United States,Consumer Discretionary,Apparel
UAL,United Airlines Holdings,United States,Consumer Discretionary,Air Freight/Delivery Services
UAMY,United States Antimony Corporation,United States,,
UAVS,AgEagle Aerial Systems,United States,Industrials,Aerospace
UBA,Urstadt Biddle Properties,United States,Real Estate,Real Estate Investment Trusts
UBCP,United Bancorp,United States,Finance,Major Banks
UBER,Uber Technologies,United States,Consumer Discretionary,Business Services
UBFO,United Security Bancshares,United States,Finance,Major Banks
UBP,Urstadt Biddle Properties,United States,Real Estate,Real Estate Investment Trusts
UBSI,United Bankshares,United States,Finance,Major Banks
UBX,Unity Biotechnology,United States,Health Care,Biotechnology: Pharmaceutical Preparations
UCBI,United Community Banks,United States,Finance,Major Banks
UCTT,Ultra Clean Holdings,United States,Technology,Semiconductors
UDMY,Udemy,United States,Consumer Discretionary,Educational Services
UDR,UDR,United States,Real Estate,Real Estate Investment Trusts
UEC,Uranium Energy Corp.,Canada,Basic Materials,Other Metals and Minerals
UEIC,Universal Electronics,United States,Consumer Staples,Consumer Electronics/Appliances
UFAB,Unique Fabricating,United States,Consumer Discretionary,Auto Parts:O.E.M.
UFCS,United Fire Group,United States,Finance,Property-Casualty Insurers
UFI,Unifi New,United States,Consumer Discretionary,Textiles
UFPI,UFP Industries,United States,Basic Materials,Forest Products
UFPT,UFP Technologies,United States,Health Care,Medical/Dental Instruments
UG,United-Guardian,United States,Consumer Discretionary,Package Goods/Cosmetics
UGI,UGI Corporation,United States,Utilities,Natural Gas Distribution
UGRO,urban-gro,United States,Consumer Discretionary,Industrial Specialties
UHAL,U-Haul Holding Company,United States,Consumer Discretionary,Rental/Leasing Companies
UHG,United Homes Group,United States,Consumer Discretionary,Homebuilding
UHS,Universal Health Services,United States,Health Care,Hospital/Nursing Management
UHT,Universal Health Realtyome Trust,United States,Real Estate,Real Estate Investment Trusts
UI,Ubiquiti,United States,Technology,Radio And Television Broadcasting And Communications Equipment
UIHC,United Insurance Holdings Corp.,United States,Finance,Property-Casualty Insurers
UIS,Unisys Corporation New,United States,Technology,EDP Services
UL,Unilever PLC,United Kingdom,Consumer Discretionary,Package Goods/Cosmetics
ULBI,Ultralife Corporation,United States,Miscellaneous,Industrial Machinery/Components
ULCC,Frontier Group Holdings,United States,Consumer Discretionary,Air Freight/Delivery Services
ULH,Universal Logistics Holdings,United States,Industrials,Trucking Freight/Courier Services
ULTA,Ulta Beauty,United States,Consumer Discretionary,Other Specialty Stores
UMBF,UMB Financial Corporation,United States,Finance,Major Banks
UMC,United Microelectronics Corporation (NEW),Taiwan,Technology,Semiconductors
UMH,UMH Properties,United States,Real Estate,Real Estate Investment Trusts
UNB,Union Bankshares,United States,Finance,Major Banks
UNCY,Unicycive Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
UNF,Unifirst Corporation,United States,Consumer Discretionary,Other Consumer Services
UNFI,United Natural Foods,United States,Consumer Discretionary,Food Distributors
UNH,UnitedHealth Group,United States,Health Care,Managed Health Care
UNIT,Uniti Group,United States,Real Estate,Real Estate Investment Trusts
UNM,Unum Group,United States,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation,United States,Industrials,Railroads
UNTY,Unity Bancorp,United States,Finance,Major Banks
UNVR,Univar Solutions,United States,Consumer Discretionary,Specialty Chemicals
UONE,Urban One,United States,Consumer Discretionary,Broadcasting
UONEK,Urban One Class D,United States,Consumer Discretionary,Broadcasting
UP,Wheels Up Experience,Singapore,Consumer Discretionary,Aerospace
UPBD,Upbound Group,United States,Consumer Discretionary,Diversified Commercial Services
UPH,UpHealth,,Health Care,Medical/Nursing Services
UPLD,Upland Software,United States,Technology,Computer Software: Prepackaged Software
UPS,United Parcel Service,United States,Industrials,Trucking Freight/Courier Services
UPTD,TradeUP Acquisition Corp.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
UPWK,Upwork,United States,Technology,EDP Services
UPXI,Upexi,United States,Health Care, Medicinal Chemicals and Botanical Products 
URBN,Urban Outfitters,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URI,United Rentals,United States,Consumer Discretionary,Diversified Commercial Services
UROY,Uranium Royalty Corp.,Canada,,
USA,Liberty All-Star Equity Fund,United States,Finance,Finance Companies
USAP,Universal Stainless & Alloy Products,United States,Industrials,Steel/Iron Ore
USAU,U.S. Gold Corp.,United States,Basic Materials,Metal Mining
USB,U.S. Bancorp,United States,Finance,Major Banks
USCB,USCB Financial Holdings,United States,Finance,Major Banks
USEA,United Maritime Corporation,Greece,Consumer Discretionary,Marine Transportation
USFD,US Foods Holding Corp.,United States,Consumer Discretionary,Food Distributors
USIO,Usio,United States,Technology,EDP Services
USLM,United States Lime & Minerals,United States,Industrials,Other Metals and Minerals
USM,United States Cellular Corporation,United States,Telecommunications,Telecommunications Equipment
USNA,USANA Health Sciences,United States,Health Care, Medicinal Chemicals and Botanical Products 
USPH,U.S. Physical Therapy,United States,Health Care,Medical/Nursing Services
UTF,Cohen & Steers Infrastructure Fund,United States,Finance,Finance Companies
UTHR,United Therapeutics Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations
UTI,Universal Technical Institute,United States,,
UTL,UNITIL Corporation,United States,Utilities,Power Generation
UTMD,Utah Medical Products,United States,Health Care,Medical/Dental Instruments
UTRS,Minerva Surgical,United States,Technology,Computer Software: Prepackaged Software
UUU,Universal Security Instruments,United States,Technology,Electronic Components
UVE,UNIVERSAL INSURANCE HOLDINGS INC,United States,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation,United States,Finance,Major Banks
UVV,Universal Corporation,United States,Industrials,Farming/Seeds/Milling
UWMC,UWM Holdings Corporation,United States,Finance,Finance: Consumer Services
V,Visa Inc.,United States,Financials,Transaction & Payment Processing Services
VABK,Virginia National Bankshares Corporation,United States,Finance,Major Banks
VAC,Marriott Vacations Worldwide Corporation,United States,Consumer Discretionary,Hotels/Resorts
VALU,Value Line,United States,Finance,Investment Managers
VAPO,Vapotherm,United States,Health Care,Medical/Dental Instruments
VATE,INNOVATE Corp.,United States,Industrials,Metal Fabrications
VAXX,Vaxxinity,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VBF,Invesco Bond Fund,United States,Finance,Trusts Except Educational Religious and Charitable
VBFC,Village Bank and Trust Financial Corp.,United States,Finance,Major Banks
VBTX,Veritex Holdings,United States,Finance,Major Banks
VC,Visteon Corporation,United States,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Vericel Corporation,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCNX,Vaccinex,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VCSA,Vacasa,United States,Technology,Computer Software: Prepackaged Software
VCTR,Victory Capital Holdings,United States,Finance,Investment Managers
VCV,Invesco California Value Municipalome Trust,United States,Finance,Trusts Except Educational Religious and Charitable
VCYT,Veracyte,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VECO,Veeco Instruments,United States,Technology,Semiconductors
VEEE,Twin Vee PowerCats Co.,United States,Industrials,Marine Transportation
VEEV,Veeva Systems,United States,Technology,Computer Software: Prepackaged Software
VEL,Velocity Financial,United States,Finance,Finance: Consumer Services
VERA,Vera Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VERB,Verb Technology Company,United States,Technology,EDP Services
VERI,Veritone,United States,Technology,EDP Services
VERO,Venus Concept,United States,Health Care,Medical/Dental Instruments
VERU,Veru,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VERV,Verve Therapeutics,United States,Health Care, Medicinal Chemicals and Botanical Products 
VERX,Vertex,United States,Technology,EDP Services
VERY,Vericity,United States,Finance,Life Insurance
VEV,Vicinity Motor Corp.,Canada,Consumer Discretionary,Auto Manufacturing
VFC,V.F. Corporation,United States,Consumer Discretionary,Apparel
VFL,abrdn National Municipalome Fund,United States,Finance,Finance/Investors Services
VGAS,Verde Clean Fuels,United States,Industrials,Major Chemicals
VGR,Vector Group Ltd.,United States,Health Care, Medicinal Chemicals and Botanical Products 
VGZ,Vista Gold Corp,United States,Basic Materials,Precious Metals
VHAQ,Viveon Health Acquisition Corp.,,Health Care,Biotechnology: Pharmaceutical Preparations
VHC,VirnetX Holding Corp,United States,Miscellaneous,Multi-Sector Companies
VHI,Valhi,United States,Industrials,Major Chemicals
VIA,Via Renewables,United States,Utilities,Power Generation
VIAV,Viavi Solutions,United States,Technology,Semiconductors
VICI,VICI Properties,United States,Real Estate,Real Estate Investment Trusts
VICR,Vicor Corporation,United States,Technology,Industrial Machinery/Components
VIEW,View,United States,Consumer Discretionary,Electronic Components
VIGL,Vigil Neuroscience,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VINC,Vincerx Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VINE,Fresh Vine Wine,,Consumer Staples,Beverages (Production/Distribution)
VINO,Gaucho Group Holdings,United States,Real Estate,Homebuilding
VIR,Vir Biotechnology,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VIRC,Virco Manufacturing Corporation,United States,Consumer Discretionary,Industrial Specialties
VIRI,Virios Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VIRT,Virtu Financial,United States,Finance,Investment Bankers/Brokers/Service
VIRX,Viracta Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VISL,Vislink Technologies,United States,Telecommunications,Telecommunications Equipment
VITL,Vital Farms,United States,Consumer Staples,Packaged Foods
VIVK,Vivakor,United States,Energy,Oilfield Services/Equipment
VKQ,Invesco Municipal Trust,United States,Finance,Trusts Except Educational Religious and Charitable
VKTX,Viking Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VLD,Velo3D,United States,Industrials,Wholesale Distributors
VLGEA,Village Super Market,United States,Consumer Staples,Food Chains
VLO,Valero Energy Corporation,United States,Energy,Integrated oil Companies
VLY,Valley National Bancorp,United States,Finance,Major Banks
VMC,Vulcan Materials Company (Holding Company),United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMEO,Vimeo,United States,Technology,Computer Software: Prepackaged Software
VMI,Valmont Industries,United States,Industrials,Metal Fabrications
VMO,Invesco Municipal Opportunity Trust,United States,Finance,Trusts Except Educational Religious and Charitable
VNCE,Vince Holding Corp.,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VNDA,Vanda Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VNO,Vornado Realty Trust,United States,Real Estate,Real Estate Investment Trusts
VNRX,VolitionRX Limited,Singapore,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VOR,Vor Biopharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
VOXR,Vox Royalty Corp.,Canada,Basic Materials,Precious Metals
