symbol,name,country,sector,industry,wikipediaTitle
EXPO,Exponent,United States,Consumer Discretionary,Professional Services,Exponentiation
EXPR,Express,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores,"Express, Inc."
EXR,Extra Space Storage,United States,Real Estate,Real Estate Investment Trusts,Extra Space Storage
EXTR,Extreme Networks,United States,Telecommunications,Telecommunications Equipment,Extreme Networks
EYE,National Vision Holdings,United States,Health Care,Ophthalmic Goods,
EYEN,Eyenovia,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
EYPT,EyePoint Pharmaceuticals,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,PSivida
EZFL,EzFill Holdings,United States,Technology,EDP Services,
EZPW,EZCORP Non Voting,United States,Miscellaneous,Diversified Commercial Services,
F,Ford Motor Company,United States,Consumer Discretionary,Auto Manufacturing,Ford Motor Company
FA,First Advantage Corporation,United States,Consumer Discretionary,Business Services,
FACT,Freedom Acquisition I Corp. Cl A,United States,Finance,Blank Checks,
FAF,First American Corporation (New),United States,Finance,Specialty Insurers,
FANG,Diamondback Energy,United States,Energy,Oil & Gas Production,Diamondback Energy
FARM,Farmer Brothers Company,United States,Consumer Staples,Packaged Foods,Farmer Brothers
FARO,FARO Technologies,United States,Industrials,Industrial Machinery/Components,
FAST,Fastenal Company,United States,Consumer Discretionary,RETAIL: Building Materials,Fastenal
FAT,FAT Brands,United States,Consumer Discretionary,Restaurants,FAT Brands
FATBB,FAT Brands Class B,United States,Consumer Discretionary,Restaurants,
FATE,Fate Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
FATH,Fathom Digital Manufacturing Corporation,,Technology,Computer peripheral equipment,
FAX,abrdn Asia-Pacificome Fund,United States,Finance,Investment Managers,
FAZE,FaZe Holdings,United States,Industrials,Industrial Machinery/Components,
FBIN,Fortune Brands Innovations,United States,Consumer Discretionary,Building Products,Fortune Brands Innovations
FBIO,Fortress Biotech,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Fortress Biotech
FBIZ,First Business Financial Services,United States,Finance,Major Banks,
FBK,FB Financial Corporation,United States,Finance,Major Banks,
FBNC,First Bancorp,United States,Finance,Major Banks,First Bancorp
FBP,First BanCorp. New,Puerto Rico,Finance,Major Banks,
FBRT,Franklin BSP Realty Trust,United States,Real Estate,Real Estate Investment Trusts,
FBRX,Forte Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
FC,Franklin Covey Company,United States,Consumer Discretionary,Other Consumer Services,FranklinCovey
FCAP,First Capital,United States,Finance,Savings Institutions,
FCBC,First Community Bankshares (VA),United States,Finance,Major Banks,
FCCO,First Community Corporation,United States,Finance,Major Banks,
FCEL,FuelCell Energy,United States,Utilities,Electric Utilities: Central,FuelCell Energy
FCF,First Commonwealth Financial Corporation,United States,Finance,Major Banks,First Commonwealth Bank
FCFS,FirstCash Holdings,United States,Miscellaneous,Diversified Commercial Services,
FCN,FTI Consulting,United States,Consumer Discretionary,Professional Services,FTI Consulting
FCNCA,First Citizens BancShares,United States,Finance,Major Banks,First Citizens BancShares
FCO,abrdn Globalome Fund,United States,Finance,Investment Managers,
FCPT,Four Corners Property Trust,United States,Real Estate,Real Estate Investment Trusts,
FCUV,Focus Universal,United States,Industrials,Industrial Machinery/Components,
FCX,Freeport-McMoRan,United States,Basic Materials,Metal Mining,Freeport-McMoRan
FDBC,Fidelity D & D Bancorp,United States,Finance,Major Banks,
FDMT,4D Molecular Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
FDP,Fresh Del Monte Produce,Cayman Islands,Consumer Staples,Farming/Seeds/Milling,Fresh Del Monte Produce
FDS,FactSet Research Systems,United States,Technology,Computer Software: Programming Data Processing,FactSet
FDUS,Fidus Investment Corporation,United States,Finance,Finance/Investors Services,
FDX,FedEx Corporation,United States,Consumer Discretionary,Air Freight/Delivery Services,FedEx
FE,FirstEnergy Corp.,United States,Utilities,Electric Utilities: Central,FirstEnergy
FEAM,5E Advanced Materials,United States,Industrials,Major Chemicals,
FEIM,Frequency Electronics,United States,Industrials,Electrical Products,
FELE,Franklin Electric Co.,United States,Consumer Discretionary,Metal Fabrications,Franklin Electric
FEMY,Femasys,United States,Health Care,Medical/Dental Instruments,
FENC,Fennec Pharmaceuticals,United States,Health Care,Pharmaceuticals and Biotechnology,
FET,Forum Energy Technologies,United States,Industrials,Metal Fabrications,Forum Energy Technologies
FEXD,Fintech Ecosystem Development Corp.,United States,Finance,Blank Checks,
FFBC,First Financial Bancorp.,United States,Finance,Major Banks,First Financial Bank (Ohio)
FFIC,Flushing Financial Corporation,United States,Finance,Major Banks,
FFIE,Faraday Future Intelligent Electric,United States,Consumer Discretionary,Auto Manufacturing,Faraday Future
FFIN,First Financial Bankshares,United States,Finance,Major Banks,
FFIV,F5,United States,Technology,EDP Services,
FFNW,First Financial Northwest,United States,Finance,Banks,
FFWM,First Foundation,United States,Finance,Major Banks,
FG,F&G Annuities & Life,,Finance,Life Insurance,F%26G
FGBI,First Guaranty Bancshares,United States,Finance,Savings Institutions,First Guaranty Bank
FGEN,FibroGen,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
FGH,FG Group Holdings,United States,Consumer Discretionary,Industrial Machinery/Components,
FGMC,FG Merger Corp.,United States,Technology,Computer Software: Prepackaged Software,
FHB,First Hawaiian,United States,Finance,Major Banks,
FHI,Federated Hermes,United States,Finance,Investment Managers,Federated Hermes
FHN,First Horizon Corporation,United States,Finance,Major Banks,
FHTX,Foghorn Therapeutics,United States,Health Care, Medicinal Chemicals and Botanical Products ,
FI,Fiserv,United States,Consumer Discretionary,Business Services,Fiserv
FIAC,Focus Impact Acquisition Corp.,United States,Finance,Blank Checks,
FICO,Fair Isaac Corproation,United States,Consumer Discretionary,Business Services,FICO
FIGS,FIGS,United States,Consumer Discretionary,Apparel,Figs (company)
FINW,FinWise Bancorp,United States,Finance,Commercial Banks,
FIS,Fidelity National Information Services,United States,Consumer Discretionary,Business Services,FIS (company)
FISI,Financial Institutions,United States,Finance,Major Banks,Financial institution
FITB,Fifth Third Bancorp,United States,Finance,Major Banks,Fifth Third Bank
FIVE,Five Below,United States,Consumer Discretionary,Department/Specialty Retail Stores,Five Below
FIVN,Five9,United States,Technology,EDP Services,
FIX,Comfort Systems USA,United States,Industrials,Engineering & Construction,Comfort Systems USA
FIXX,Homology Medicines,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
FIZZ,National Beverage Corp.,United States,Consumer Staples,Beverages (Production/Distribution),National Beverage
FKWL,Franklin Wireless Corp.,United States,Utilities,Telecommunications Equipment,
FLAG,First Light Acquisition Group,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
FLC,Flaherty & Crumrine Total Return Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
FLFV,Feutune Light Acquisition Corporation,United States,Finance,Blank Checks,
FLGC,Flora Growth Corp.,Canada,Health Care,Pharmaceuticals and Biotechnology,
FLGT,Fulgent Genetics,United States,Health Care,Medical Specialities,
FLIC,First of Long Island Corporation (The),United States,Finance,Major Banks,
FLL,Full House Resorts,United States,Consumer Discretionary,Hotels/Resorts,Full House Resorts
FLME,Flame Acquisition Corp.,,Energy,Oil & Gas Production,
FLNC,Fluence Energy,United States,Miscellaneous,Industrial Machinery/Components,
FLNT,Fluent,United States,Consumer Discretionary,Advertising,Ansys
FLO,Flowers Foods,United States,Consumer Staples,Packaged Foods,Flowers Foods
FLR,Fluor Corporation,United States,Industrials,Military/Government/Technical,Fluor Corporation
FLS,Flowserve Corporation,United States,Industrials,Fluid Controls,Flowserve
FLT,FleetCor Technologies,United States,Technology,EDP Services,Fleetcor
FLUX,Flux Power Holdings,United States,Miscellaneous,Industrial Machinery/Components,
FLWS,1-800-FLOWERS.COM,United States,Consumer Discretionary,Other Specialty Stores,"1-800-Flowers.com, Inc."
FLXS,Flexsteel Industries,United States,Consumer Discretionary,Home Furnishings,
FLYW,Flywire Corporation Voting,United States,Technology,Computer Software: Prepackaged Software,
FMAO,Farmers & Merchants Bancorp,United States,Finance,Savings Institutions,
FMBH,First Mid Bancshares,United States,Finance,Major Banks,
FMC,FMC Corporation,United States,Industrials,Major Chemicals,FMC Corporation
FMNB,Farmers National Banc Corp.,United States,Finance,Major Banks,
FMS,Fresenius Medical Care AG,Germany,Health Care,Misc Health and Biotechnology Services,Fresenius Medical Care
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Mexico,Consumer Staples,Beverages (Production/Distribution),FEMSA
FNA,Paragon 28,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
FNB,F.N.B. Corporation,United States,Finance,Major Banks,FNB Corporation
FNCB,FNCB Bancorp,United States,Finance,Major Banks,
FNCH,Finch Therapeutics Group,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
FND,Floor & Decor Holdings,,Consumer Discretionary,RETAIL: Building Materials,Floor %26 Decor
FNF,FNF Group of Fidelity National Financial,United States,Finance,Specialty Insurers,Fidelity National Financial
FNGR,FingerMotion,United States,Technology,Computer Software: Prepackaged Software,
FNKO,Funko,United States,Consumer Discretionary,Recreational Games/Products/Toys,Funko
FNLC,First Bancorp  (ME),United States,Finance,Major Banks,
FNWB,First Northwest Bancorp,United States,Finance,Banks,
FNWD,Finward Bancorp,United States,Finance,Savings Institutions,
FOA,Finance of America Companies,,Finance,Finance Companies,
FOCS,Focus Financial Partners,United States,Finance,Investment Managers,Focus Financial Partners
FOF,Cohen & Steers Closed-End Opportunity Fund,United States,Finance,Investment Managers,
FOLD,Amicus Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Amicus Therapeutics
FONR,Fonar Corporation,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
FORA,Forian,United States,Technology,Computer Software: Prepackaged Software,
FORD,Forward Industries,United States,Industrials,Plastic Products,
FORG,ForgeRock,,Technology,Computer Software: Prepackaged Software,ForgeRock
FORL,Four Leaf Acquisition Corporation,United States,Finance,Blank Checks,
FORM,FormFactor FormFactor,United States,Technology,Semiconductors,
FORR,Forrester Research,United States,Consumer Discretionary,Diversified Commercial Services,Forrester Research
FOSL,Fossil Group,United States,Consumer Discretionary,Consumer Specialties,Fossil Group
FOUR,Shift4 Payments,United States,Consumer Discretionary,Business Services,
FOX,Fox Corporation Class B,United States,Industrials,Broadcasting,
FOXA,Fox Corporation,United States,Industrials,Broadcasting,Fox Corporation
FOXF,Fox Factory Holding Corp.,United States,Consumer Discretionary,Motor Vehicles,
FOXO,FOXO Technologies,,Technology,Retail: Computer Software & Peripheral Equipment,
FPAY,FlexShopper,United States,Consumer Discretionary,Diversified Commercial Services,
FPI,Farmland Partners,United States,Real Estate,Real Estate Investment Trusts,
FR,First Industrial Realty Trust,United States,Real Estate,Real Estate Investment Trusts,
FRA,Blackrock Floating Rateome Strategies Fund ,United States,Finance,Investment Bankers/Brokers/Service,
FRAF,Franklin Financial Services Corporation,United States,Finance,Major Banks,
FRBA,First Bank,United States,Finance,Major Banks,
FRBK,Republic First Bancorp,United States,Finance,Major Banks,Republic First Bancorp
FRD,Friedman Industries,United States,Industrials,Steel/Iron Ore,
FREE,Whole Earth Brands,United States,Consumer Staples,Specialty Foods,
FREQ,Frequency Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
FRG,Franchise Group,United States,Miscellaneous,Diversified Commercial Services,Franchise Group
FRGE,Forge Global Holdings,United States,Technology,Computer Software: Prepackaged Software,
FRGI,Fiesta Restaurant Group,United States,Consumer Discretionary,Restaurants,Fiesta Restaurant Group
FRHC,Freedom Holding Corp.,Kazakhstan,Finance,Investment Bankers/Brokers/Service,Freedom Finance
FRLA,Fortune Rise Acquisition Corporation,United States,Finance,Finance: Consumer Services,
FRME,First Merchants Corporation,United States,Finance,Major Banks,First Merchants Corporation
FRPH,FRP Holdings,United States,Finance,Real Estate,
FRPT,Freshpet,United States,Consumer Staples,Packaged Foods,Freshpet
FRSH,Freshworks,United States,Technology,EDP Services,Freshworks
FRST,Primis Financial Corp.,United States,Finance,Major Banks,
FRT,Federal Realty Investment Trust,United States,Real Estate,Real Estate Investment Trusts,Federal Realty Investment Trust
FRTX,Fresh Tracks Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
FRXB,Forest Road Acquisition Corp. II,,Finance,Blank Checks,
FRZA,Forza X1,United States,Industrials,Marine Transportation,
FSBC,Five Star Bancorp,United States,Finance,Banks,
FSBW,FS Bancorp,United States,Finance,Banks,
FSCO,FS Credit Opportunities Corp.,,Finance,Trusts Except Educational Religious and Charitable,
FSEA,First Seacoast Bancorp,United States,Finance,Savings Institutions,
FSFG,First Savings Financial Group,United States,Finance,Savings Institutions,
FSK,FS KKR Capital Corp.,United States,Finance,Investment Managers,
FSLR,First Solar,United States,Technology,Semiconductors,First Solar
FSLY,Fastly,United States,Technology,Computer Software: Prepackaged Software,Fastly
FSNB,Fusion Acquisition Corp. II,,Finance,Blank Checks,
FSP,Franklin Street Properties Corp.,United States,Real Estate,Real Estate Investment Trusts,
